ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1175	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	272	269
1176	9,2,0,2,6,10,4,6,3,22,13,11,4,10,5,15	52,93,62,90,208,233,110,130,98,321,310,450,14,355,181,324	6,3,4,2,5,8,2,10,11,6,16,0,1,2,3,14	16,99,109,123,190,268,92,149,124,234,268,290,30,237,201,445	333	269
1177	8,2,0,2,6,11,4,6,3,22,15,7,4,10,5,18	3,5,2,1,2,13,3,1,0,7,10,4,0,6,3,3	6,3,3,2,4,8,2,10,11,6,16,0,1,2,3,14	0,1,5,2,5,5,5,1,10,2,0,6,0,1,7,6	333	269
1179	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
1180	44,68,64,91,156,207,88,92,44,175,324,512,8,268,88,222	13,19,25,49,49,112,39,40,19,112,136,239,1,128,23,88	0,53,90,72,249,266,109,149,85,215,333,168,2,198,63,396	1,24,53,43,147,138,52,51,63,76,122,55,0,108,33,161	272	269
1181	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,1,4,5,0,1,0,7,2,1,0,3,0,6	0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4	2,1,0,0,1,6,3,4,0,8,1,0,0,10,5,5	272	269
1182	0,0,0,3,1,3,0,1,0,6,1,7,0,4,5,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,8,1,0,0,0,2,2,2,0,6,6	0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0	272	269
1183	4,15,25,17,31,65,29,33,20,31,141,49,0,36,59,45	0,0,0,1,1,2,0,0,0,9,9,0,0,0,4,0	1,24,27,15,31,80,30,43,11,16,81,31,2,31,60,39	0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,3	273	269
1185	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,5,0,0,0,4,1,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1	364	269
1186	4,29,27,7,17,13,1,6,48,44,12,7,6,18,8,22	7,13,22,9,6,5,3,2,16,7,4,2,3,5,5,16	17,35,47,26,11,15,2,6,58,23,6,0,5,17,10,25	18,15,7,9,7,6,2,6,7,0,7,6,2,9,6,10	360	269
1187	62,93,81,87,636,162,114,541,197,372,1079,842,15,631,131,346	2,2,5,3,14,10,6,17,4,18,29,14,0,12,2,4	44,111,97,94,458,152,103,409,310,282,1101,844,15,414,150,458	3,3,2,3,16,2,3,4,6,8,32,7,0,5,1,4	275	269
1188	3,56,44,7,11,24,0,7,10,59,53,3,2,34,26,52	4,18,23,0,5,9,2,6,5,33,30,4,1,14,15,48	2,59,55,9,15,16,0,2,15,53,45,6,3,25,14,60	5,41,25,2,9,4,3,0,14,29,18,3,3,15,8,35	273	269
1198	21,6,9,9,22,19,38,11,17,16,51,68,12,28,20,29	14,14,4,11,22,29,30,18,22,18,38,58,5,18,15,18	7,8,13,17,28,34,27,3,19,33,32,14,15,24,10,20	4,14,9,9,13,14,21,10,20,31,25,14,6,18,16,39	272	269
1208	2,7,3,13,13,13,3,9,4,6,9,20,0,21,1,7	2,9,2,7,11,2,4,3,9,5,16,13,3,26,0,6	3,4,8,3,11,2,3,7,3,10,8,15,0,13,0,16	1,8,6,13,10,9,0,5,13,10,10,8,0,20,2,15	272	269
1210	5,3,4,8,30,78,1,25,7,88,93,107,1,70,11,62	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,3,5,4,91,73,16,19,4,98,107,52,2,81,19,215	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	274	269
1213	1,1,1,1,0,2,1,1,2,0,0,0,0,7,1,5	0,0,0,1,2,2,0,0,3,0,3,0,0,3,0,3	2,0,0,0,0,0,1,1,2,16,1,0,0,1,1,0	0,0,1,2,0,2,0,0,0,5,2,0,0,4,0,0	287	269
1214	77,148,95,122,977,279,288,887,270,699,1763,1365,36,877,183,660	63,68,58,75,563,200,229,560,158,379,1174,851,23,534,120,314	49,143,116,108,692,315,284,697,193,456,1160,591,21,555,203,612	56,104,51,82,386,177,160,362,109,286,763,347,14,311,105,268	287	269
1215	14,34,22,28,164,66,55,144,43,104,272,169,0,151,25,107	0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,3	11,35,19,45,105,64,47,77,28,48,79,79,2,50,40,55	0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0	314	269
1216	48,127,69,85,572,199,201,480,159,405,978,728,18,499,99,338	116,262,143,197,1381,445,462,1289,407,859,2594,1526,34,1303,286,837	41,114,89,102,353,185,172,291,115,190,347,304,15,183,98,174	92,310,199,258,921,390,332,890,372,604,1548,651,48,764,273,680	314	269
1223	3,32,38,15,4,17,2,0,16,23,19,1,10,17,24,16	9,72,115,24,12,95,13,9,32,44,42,41,22,46,69,29	16,27,41,12,5,24,9,1,17,3,2,3,12,3,18,2	30,84,148,68,23,76,9,6,57,24,21,9,30,17,72,34	272	269
1225	7,32,21,22,24,14,15,16,211,21,96,127,3,46,4,34	2,13,13,11,25,6,5,18,116,16,38,57,0,28,4,24	15,15,24,30,52,19,15,22,17,34,82,39,2,52,3,64	11,23,28,12,32,9,6,12,25,32,30,17,0,52,0,41	272	269
1227	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0	344	269
1228	0,0,0,1,0,1,0,0,0,0,0,15,0,0,1,0	0,0,0,1,0,3,0,0,0,0,0,5,0,0,0,0	0,0,1,0,1,0,0,3,0,0,0,1,0,3,0,2	0,0,0,0,3,8,0,1,0,4,0,1,0,3,0,2	272	269
1230	85,42,25,78,435,430,419,619,47,660,1207,2401,25,603,278,725	0,0,0,0,16,0,21,18,0,29,44,54,0,0,0,0	11,35,43,40,1033,442,395,799,38,574,1894,931,32,987,247,1344	0,0,0,0,38,0,0,24,0,0,53,23,0,24,6,0	281	269
1232	1,14,3,7,24,1,7,15,18,7,43,13,0,34,5,12	1,12,0,4,17,6,5,4,8,8,24,8,0,30,4,17	4,16,13,15,11,1,2,14,4,25,35,1,0,21,1,2	11,19,4,29,13,8,0,8,16,14,14,0,0,24,3,2	377	269
1233	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,5,0,1,2,1,4,1,7,6,6,0,3,2,3	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	2,3,2,2,4,4,0,3,0,4,1,2,0,1,2,6	294	269
1235	1,1,10,4,1,6,0,0,0,0,0,0,0,0,7,3	0,2,7,3,1,1,0,0,0,0,0,0,0,0,7,0	1,1,5,4,0,10,0,0,0,0,0,0,0,0,11,0	0,3,0,2,0,4,0,0,0,0,0,1,0,0,5,0	299	269
1236	17,4,11,11,7,4,15,16,33,35,38,9,0,21,9,5	4,7,1,5,0,3,2,8,3,3,11,8,0,8,1,0	20,23,21,21,16,8,6,5,93,37,25,5,0,13,4,2	6,6,2,8,1,2,0,1,22,2,2,1,1,1,3,2	272	269
1237	13,34,32,65,145,97,18,72,126,143,95,153,2,361,84,255	5,11,11,21,24,31,6,15,29,8,19,50,1,81,17,49	26,51,75,134,143,142,2,113,158,257,92,143,3,302,59,324	10,10,13,36,21,27,5,26,58,24,28,53,0,45,9,51	305	269
1242	10,47,24,19,19,4,14,16,52,6,39,44,2,33,14,13	46,103,190,210,109,60,77,83,309,77,293,262,11,197,47,108	14,28,25,55,31,9,22,16,36,8,43,36,2,19,9,20	110,107,144,283,63,39,62,79,264,57,300,172,16,101,49,80	288	269
1243	58,43,30,57,239,114,68,186,94,185,373,262,11,257,117,228	18,12,18,16,91,33,19,49,33,52,120,129,5,102,37,70	24,35,54,96,125,119,83,124,141,104,252,202,23,129,79,155	3,11,28,20,47,28,40,52,51,41,57,83,3,37,33,62	272	269
1244	128,73,58,95,294,182,216,235,116,216,735,413,38,336,187,240	18,12,18,16,91,33,19,49,33,52,120,129,5,102,37,70	35,62,65,77,215,164,162,199,99,88,474,264,29,131,173,185	3,11,28,20,47,28,40,52,51,41,57,83,3,37,33,62	293	269
1245	128,73,58,95,294,182,216,235,116,216,735,413,38,336,187,240	58,43,30,57,239,114,68,186,94,185,373,262,11,257,117,228	35,62,65,77,215,164,162,199,99,88,474,264,29,131,173,185	24,35,54,96,125,119,83,124,141,104,252,202,23,129,79,155	290	269
1246	18,140,156,75,458,237,228,342,132,752,1045,384,6,827,221,871	0,2,0,1,1,3,0,0,1,2,8,0,0,3,0,9	23,113,331,99,532,192,178,496,131,575,1123,181,7,532,143,951	0,1,18,0,3,2,0,2,0,0,4,0,0,7,0,8	340	269
1247	4,28,24,16,89,44,39,78,25,181,228,94,0,171,41,183	1,1,10,1,4,4,0,2,4,0,8,5,0,16,3,12	10,30,67,27,94,46,36,96,32,129,192,30,3,132,24,190	0,11,2,3,2,0,2,8,0,0,11,0,0,3,4,6	340	269
1248	1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,3	0,0,0,0,1,2,0,1,0,0,0,1,0,2,3,0	0,1,0,0,1,2,0,0,0,2,0,2,0,0,0,1	0,1,0,2,0,0,0,0,0,0,0,1,0,1,1,1	272	269
1251	0,1,0,1,0,3,0,0,0,15,1,0,0,4,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,0,0,0,0,0,0,11,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0	277	269
1252	0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,1	1,0,0,0,8,2,0,0,1,63,0,9,0,6,0,16	0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,5	0,1,0,2,8,2,0,0,9,45,0,0,0,12,0,68	338	269
1253	0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,5	0,0,0,0,0,1,0,0,0,17,1,1,0,8,1,13	0,0,0,0,0,2,0,1,0,1,0,6,0,4,0,26	0,0,0,0,11,4,0,0,1,45,0,7,0,4,2,39	272	269
1254	0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0	4,9,12,8,1,3,0,0,2,0,6,51,0,0,0,2	0,0,0,0,0,0,0,0,2,0,1,2,0,3,0,0	4,3,22,6,7,2,0,3,15,5,5,28,0,8,0,6	283	269
1255	13,3,10,21,115,77,41,83,22,191,142,109,3,260,65,246	1,4,3,1,24,12,6,5,8,19,22,18,0,27,7,28	10,6,18,19,106,81,32,73,39,93,151,96,4,150,88,179	2,0,2,10,11,7,6,4,1,2,21,12,0,13,7,16	299	269
1256	0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0	0,1,0,0,1,2,0,0,2,3,0,4,0,1,1,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,2,1,1,0,3,1,4,6,6,0,0,1,0	320	269
1259	0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,2	0,0,0,0,0,0,2,0,4,0,0,4,2,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	272	269
1260	0,0,0,1,6,0,4,3,0,3,1,2,0,2,2,1	2,16,8,12,160,31,243,104,25,110,347,308,3,219,60,35	0,0,0,0,4,1,1,4,3,1,5,3,0,3,2,3	0,7,3,13,110,17,183,90,34,51,195,203,2,75,66,23	272	269
1261	0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0	0,0,0,0,1,2,0,0,0,0,1,5,0,3,0,1	0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3	0,0,0,0,2,0,0,1,0,2,0,1,0,5,0,2	287	269
1262	0,0,1,0,1,12,1,1,2,0,0,8,3,12,17,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,1,6,0,3,4,0,1,0,8,0,1,2,9,17,12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	443	269
1264	0,1,1,0,2,3,0,1,0,4,1,6,0,3,0,5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,2,3,1,0,0,0,0,0,4,0,2,0,5	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	316	269
1265	0,3,1,11,4,7,0,1,0,0,0,15,0,0,5,5	3,1,0,2,0,0,0,0,1,0,0,6,0,0,3,0	0,0,3,3,5,3,0,2,1,0,0,4,0,2,5,4	2,1,1,0,1,0,0,0,0,0,0,0,0,1,10,0	272	269
1268	17,109,94,50,182,122,13,60,104,320,98,119,3,311,69,245	0,26,19,3,23,14,0,15,10,34,8,9,0,47,5,21	29,126,224,66,70,135,11,47,116,92,32,96,6,90,50,141	2,11,17,8,7,14,5,1,12,1,5,18,1,7,8,19	275	269
1272	0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,3,3,0,0,0,0,0,0,0,0,2,0,0,6,1	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1	0,3,1,0,1,0,0,0,0,0,0,0,0,3,2,0	281	269
1274	0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,0	0,0,2,0,2,4,0,0,0,28,1,4,0,2,5,1	0,0,0,0,1,1,0,0,0,5,0,0,0,2,0,1	0,3,0,1,8,1,1,1,1,0,0,0,0,4,0,3	272	269
1278	72,226,213,601,309,503,487,328,199,641,813,1197,127,377,474,905	24,90,102,199,85,120,156,100,85,188,221,344,36,115,144,262	6,89,173,224,503,442,447,364,407,473,803,534,126,481,430,842	3,38,91,106,158,162,182,120,151,118,234,163,50,189,114,238	272	269
1279	7,10,5,10,6,2,3,12,14,4,26,6,0,12,4,6	3,7,15,11,14,2,1,21,19,4,14,20,0,19,7,24	23,10,9,10,4,7,3,6,3,2,7,6,0,3,5,1	17,11,4,31,16,10,3,9,19,2,12,12,2,8,2,18	317	269
1280	1,12,10,16,10,1,1,7,12,0,33,10,0,15,3,15	2,12,13,6,21,16,3,12,16,5,68,30,0,34,6,58	8,12,14,5,5,8,3,4,5,7,12,11,0,4,4,4	9,13,15,13,15,9,2,14,16,19,60,11,0,14,4,27	317	269
1281	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1468	269
1282	4,7,8,7,4,15,0,0,2,0,0,0,0,4,1,0	2,9,9,4,1,31,0,2,0,0,0,0,0,1,3,0	7,11,5,3,5,19,0,0,2,0,0,0,0,5,0,2	8,5,13,4,0,7,0,0,0,0,0,0,0,3,0,1	272	269
1283	0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0	0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0	314	269
1287	0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0	1,2,1,2,1,13,48,1,0,12,19,5,1,28,5,29	0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0	2,7,2,3,7,20,50,4,14,40,20,4,0,29,3,15	290	269
1289	1,0,1,1,2,3,0,0,2,3,1,2,2,1,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,2,0,4,2,0,0,1,0,3,0,2,1,0,2	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
1290	15,293,154,94,121,143,20,120,225,206,198,170,16,308,118,359	5,61,44,29,34,43,7,33,50,40,53,55,7,79,46,83	37,317,312,145,134,152,26,100,230,264,172,175,16,196,134,331	20,85,108,38,32,29,4,32,60,43,32,30,4,62,22,81	272	269
1291	0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,6,1,0,0,1,2,0	0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2	290	269
1296	0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,0	0,1,0,0,0,0,0,0,0,5,1,1,0,0,0,1	0,0,0,0,0,0,0,2,0,4,0,0,0,1,1,0	1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0	344	269
1298	0,0,0,0,8,0,0,3,0,11,1,16,0,8,9,22	0,1,0,0,4,2,1,0,0,2,0,7,0,12,11,13	1,0,0,0,7,6,0,3,0,13,1,3,0,9,1,28	0,0,0,0,11,5,0,4,1,14,0,13,0,13,4,28	272	269
1299	0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0	2,0,1,3,0,3,0,0,8,0,0,1,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0	284	269
1301	0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	273	269
1308	784,1324,1884,1223,2503,1022,826,1998,1621,1775,1535,1854,1923,1726,2896,1715	3,1,2,7,3,7,0,5,2,0,4,4,6,2,11,1	1110,1594,2342,1402,1042,1156,836,1235,1030,1485,1385,2563,2155,1165,3016,1620	4,4,8,5,6,2,1,1,2,6,1,11,5,3,11,2	305	269
1309	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0	301	269
1313	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	272	269
1314	0,0,0,0,1,1,2,0,0,0,4,6,0,0,3,1	0,0,5,0,1,2,2,1,3,0,11,2,1,1,10,1	0,0,0,0,1,0,2,0,0,0,3,5,0,0,1,0	2,0,0,0,7,4,7,3,8,4,16,4,1,1,13,4	272	269
1315	590,560,690,494,653,1540,1220,467,584,553,665,1260,1331,796,3053,723	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	417,584,1155,782,407,1551,1150,431,1183,487,528,1269,1358,499,2771,664	0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0	363	269
1319	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,10,0,0,0,0,0,0,6,9,2,2,0,8,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,1,0,1,0,0,0,0,0,0,4,0,2,0,2	319	269
1321	0,1,6,2,0,4,1,0,0,0,0,13,0,3,0,3	0,2,7,6,0,3,0,0,1,1,0,2,0,1,1,1	1,2,2,3,5,4,5,0,6,19,1,0,0,6,1,1	1,1,0,2,2,2,1,0,0,0,2,0,0,2,0,3	272	269
1322	34,92,38,50,81,101,40,43,78,100,189,125,4,119,24,121	74,119,75,103,103,143,47,43,167,226,251,247,4,209,41,127	24,81,81,89,77,58,32,63,130,109,155,42,2,107,22,78	52,138,139,115,104,112,43,70,222,187,211,74,6,150,32,117	272	269
1323	0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0	13,27,15,37,53,32,4,33,16,47,94,140,0,76,8,46	1,1,0,0,0,5,0,0,0,0,1,1,0,1,0,0	3,21,12,22,54,16,4,17,45,42,77,34,1,63,1,26	409	269
1324	4,0,7,55,43,70,0,37,19,53,1,47,3,89,31,84	0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0	5,4,9,49,46,59,0,31,26,38,0,4,3,95,23,93	0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1	309	269
1327	0,0,0,0,1,3,0,0,1,3,2,12,0,12,0,2	5,4,9,8,100,56,7,68,20,102,188,261,1,207,24,200	1,0,0,0,3,0,1,6,2,0,6,7,0,5,0,6	5,7,19,8,152,46,7,93,31,177,141,118,1,175,18,244	353	269
1328	131,318,394,244,97,243,42,57,430,155,142,148,20,296,109,178	67,129,176,100,30,109,16,11,170,78,46,40,7,48,36,28	374,489,467,400,109,261,40,95,445,281,105,34,6,155,91,150	180,177,134,176,30,94,24,17,199,67,22,10,4,41,37,48	275	269
1333	0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0	13,33,12,36,118,117,238,88,30,155,377,414,0,187,121,182	0,0,0,0,0,0,2,3,0,0,2,0,0,1,0,0	3,19,18,33,228,129,198,190,31,80,378,213,4,212,102,239	317	269
1334	0,1,0,0,0,0,0,0,0,16,0,1,0,0,0,6	0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1	0,0,0,1,1,0,0,0,0,11,0,0,0,0,0,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
1338	2,9,10,5,20,20,23,14,12,83,37,51,2,55,21,64	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,6,19,9,37,28,19,21,5,28,37,38,2,38,12,51	0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0	291	269
1339	21,44,58,46,274,180,95,148,85,370,334,326,5,427,141,363	1,1,1,1,18,10,3,14,1,8,16,16,1,23,5,20	48,63,48,89,245,167,91,169,84,229,290,214,10,291,120,277	2,8,6,6,13,10,2,9,25,6,8,6,0,12,6,19	291	269
1341	2,0,0,3,1,0,0,0,20,0,0,0,0,7,0,1	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	7,0,0,9,4,2,0,0,0,0,0,0,0,12,0,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0	291	269
1342	97,864,611,475,553,576,69,457,546,793,353,453,83,655,522,623	2,63,39,44,39,24,2,51,31,71,28,25,2,47,44,62	207,1068,1238,544,453,586,55,454,596,495,357,376,63,528,480,587	20,91,104,48,40,38,1,49,41,79,45,31,4,39,46,52	308	269
1343	25,225,141,108,106,138,11,76,117,148,89,65,13,120,118,121	0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0	36,226,270,119,87,120,8,82,102,91,68,61,16,100,104,116	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	308	269
1344	0,0,0,1,0,3,0,0,0,0,1,10,0,0,0,4	0,0,0,4,0,0,0,1,5,3,0,10,0,2,0,14	0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,5	0,0,0,0,2,0,0,0,3,10,0,2,0,3,0,9	272	269
1347	27,35,29,28,369,156,209,184,74,596,363,245,14,630,210,828	0,1,0,0,9,5,7,5,0,33,14,4,0,11,5,18	15,38,67,37,341,149,143,258,65,446,264,141,9,395,192,734	0,0,0,0,11,3,6,7,0,0,9,6,0,9,3,15	311	269
1348	4,1,5,4,73,19,40,26,16,106,58,34,1,108,26,138	0,1,0,0,9,5,7,5,0,33,14,4,0,11,5,18	1,5,14,7,70,26,15,38,7,68,50,27,0,72,31,112	0,0,0,0,11,3,6,7,0,0,9,6,0,9,3,15	299	269
1349	0,0,0,0,2,6,2,0,0,5,11,26,0,11,1,9	0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0	0,0,0,0,10,5,0,8,0,8,12,7,0,13,2,39	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	273	269
1352	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,2,2,0,0,3,0	0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	272	269
1353	0,0,0,1,1,1,0,2,0,7,7,4,0,3,0,7	11,14,4,21,158,90,30,196,20,220,648,499,5,227,60,233	0,0,0,0,9,1,1,6,0,3,12,3,0,6,1,5	1,13,14,8,334,104,37,259,11,150,603,169,1,226,41,354	281	269
1354	3,16,18,33,13,20,14,11,31,52,28,83,3,53,2,35	0,0,0,0,0,0,2,0,3,0,3,5,0,2,0,2	7,18,22,27,31,17,6,16,31,30,16,10,0,36,6,62	0,1,0,2,0,2,1,0,1,0,2,1,0,0,0,0	317	269
1355	0,2,1,3,1,2,8,3,7,19,9,20,0,13,0,11	0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0	0,2,7,3,16,6,2,6,9,10,4,3,0,11,2,18	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	317	269
1357	1,2,3,2,46,14,21,37,0,9,136,104,1,62,18,74	2,1,0,0,6,8,3,7,0,9,22,18,0,7,0,9	1,0,2,4,77,18,15,47,2,22,193,50,2,74,11,90	0,2,0,0,24,5,1,5,0,0,24,4,0,17,4,11	347	269
1358	150,33,121,110,156,278,25,118,37,65,65,174,29,155,125,116	2,0,2,2,0,2,0,0,0,0,1,0,0,0,1,5	48,27,99,99,79,299,16,107,66,56,47,102,28,83,99,108	1,2,0,0,0,15,0,0,0,0,0,0,0,1,2,0	272	269
1359	2,1,2,1,7,14,0,3,1,1,7,9,3,7,9,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,8,24,0,7,0,12,6,6,1,8,18,18	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	299	269
1360	2,5,4,3,48,34,28,49,7,33,216,251,1,99,29,60	2,3,0,1,6,19,3,11,8,43,32,46,0,20,10,26	2,7,6,2,100,26,21,54,15,27,219,117,0,63,14,68	0,2,0,0,22,22,3,17,2,7,23,13,0,27,4,17	304	269
1362	0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0	3,3,9,12,2,6,0,3,2,1,16,38,2,3,6,6	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1	1,2,4,1,19,8,1,5,3,18,16,6,1,30,3,10	284	269
1363	0,0,1,0,0,6,0,0,0,0,0,0,0,5,0,0	0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	272	269
1368	2,0,0,0,4,2,10,1,0,1,14,20,0,6,3,3	0,0,0,1,0,0,0,0,0,1,0,6,0,2,1,0	0,1,0,0,5,7,2,4,0,6,13,12,0,10,0,5	0,0,0,0,4,0,0,2,2,0,3,3,0,5,0,2	272	269
1372	148,324,330,293,1021,224,256,829,343,383,946,776,100,638,290,339	0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0	157,414,318,428,388,243,235,605,375,296,814,883,123,358,287,327	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	278	269
1373	32,47,50,43,75,34,51,83,39,56,151,163,13,86,47,70	0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0	25,65,41,67,66,49,38,64,57,53,153,170,11,71,44,73	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	312	269
1374	0,4,5,1,3,2,7,2,2,0,9,2,0,4,2,0	116,281,285,251,949,192,212,748,306,327,804,615,87,556,245,269	1,2,3,4,0,0,0,2,2,1,6,3,0,2,1,3	133,351,280,365,322,194,197,543,320,244,667,716,112,289,244,257	303	269
