ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
6	0,1,0,0,4,0,0,0,0,0,0,0,0,2,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,2,0,5,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	284	269
9	0,0,0,0,2,2,2,2,0,0,15,11,0,2,1,4	0,0,0,0,5,0,0,1,0,0,2,0,0,1,0,0	0,0,0,0,4,4,1,1,0,4,10,4,0,5,1,13	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	305	269
16	1,2,0,0,0,4,0,6,1,5,6,89,0,4,0,4	1,3,1,3,12,4,0,14,5,17,22,102,2,14,0,14	0,1,0,0,18,2,0,15,0,18,26,21,0,16,2,26	0,5,3,3,52,8,0,24,3,19,53,37,0,66,0,57	272	269
19	0,3,1,8,12,5,1,10,5,33,16,24,1,33,7,8	0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1	5,0,0,5,10,3,4,11,13,30,23,13,0,18,7,22	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	313	269
20	268,1062,1217,601,1084,883,248,939,1164,787,2229,974,60,938,517,872	15,76,56,38,90,46,15,51,61,61,137,51,1,64,28,55	303,1327,1108,777,941,811,219,799,699,965,2081,913,77,786,450,888	16,70,64,39,46,45,25,52,26,113,131,39,0,33,28,40	273	269
21	0,2,0,0,0,0,1,0,0,0,5,2,0,1,1,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,3,0,0,0,1,0,0,6,0,4,7,0,0,0,0	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0	273	269
22	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1	0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
24	0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0	301	269
25	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,3,19,0,0,0,0,0,3	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,3	319	269
26	0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0	0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0	302	269
27	0,0,0,0,2,1,0,3,0,0,3,1,0,4,0,1	0,0,0,0,3,0,0,1,0,0,1,3,0,4,0,0	0,0,0,0,7,0,0,0,5,0,0,0,0,4,1,3	0,0,0,0,2,2,0,1,0,0,5,0,0,7,0,1	272	269
28	0,0,1,2,0,2,0,2,3,2,3,8,0,3,0,3	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,7,0,1,0,3,0,4,2,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	365	269
31	0,0,0,1,1,66,0,0,0,0,0,7,17,3,267,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,4,5,36,0,0,3,6,0,3,7,10,225,1	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	476	269
34	4,7,15,12,20,5,3,6,17,5,12,47,1,23,0,4	1,4,0,0,1,0,1,1,0,11,1,11,0,0,0,1	6,12,7,22,9,12,7,11,36,11,22,22,0,15,1,6	3,4,3,3,6,3,3,1,7,11,4,4,0,1,0,5	305	269
35	4,10,6,14,10,8,10,4,24,4,12,27,3,26,1,5	1,1,0,1,4,3,2,0,9,0,0,8,0,3,0,0	9,9,15,13,4,9,6,3,37,15,15,16,1,21,6,9	3,1,7,8,4,3,0,1,1,7,6,4,0,1,0,5	272	269
37	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,2,0,1,0,0,3,1,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,5,0,2,4,0,0,0,0,1,1,0,2,0,0	272	269
39	0,5,1,2,7,10,5,1,4,4,10,24,0,4,9,8	0,0,1,4,2,0,5,0,1,0,10,6,0,3,4,2	0,1,1,0,8,3,12,2,8,4,24,9,0,2,3,10	0,0,7,1,4,4,3,2,2,0,9,2,0,0,4,1	536	269
40	6,26,8,10,2,18,2,3,7,16,8,11,0,14,5,21	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	14,28,24,5,13,20,0,5,3,19,8,0,2,13,2,11	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	273	269
41	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
42	0,0,1,1,33,15,7,31,3,42,38,14,0,26,46,43	0,0,0,5,47,25,10,29,1,40,46,20,2,15,42,59	0,0,3,1,11,35,1,50,10,27,31,6,3,15,40,34	0,3,0,3,25,38,2,58,15,61,38,7,4,18,67,49	272	269
43	1,0,1,0,1,17,6,8,1,8,38,30,0,12,10,13	1,0,0,5,2,12,7,9,2,0,26,11,0,11,6,11	2,0,4,3,11,11,4,7,7,15,33,5,1,19,8,9	0,2,1,3,11,6,2,8,4,0,15,2,3,7,5,3	278	269
44	1,1,0,2,7,12,11,6,8,11,42,19,2,26,19,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,1,2,13,13,12,4,8,6,10,39,11,1,12,7,14	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0	272	269
45	0,4,4,9,11,5,1,6,5,14,10,42,0,37,4,5	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	3,6,2,8,8,8,5,2,7,4,6,16,0,17,3,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	477	269
46	0,4,3,26,4,4,1,3,21,6,7,26,0,20,7,2	0,1,0,7,2,0,0,1,2,0,4,9,0,3,2,0	0,5,2,9,8,2,1,3,17,1,8,2,0,17,3,3	0,6,0,8,1,0,0,0,2,0,3,1,0,4,0,0	272	269
47	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1	0,0,0,1,1,0,0,1,0,14,0,0,0,0,0,0	272	269
48	0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	350	269
49	0,2,0,0,23,10,8,7,0,39,16,14,0,28,6,30	0,0,0,0,0,5,0,1,0,1,0,0,0,7,0,2	1,2,0,4,8,13,1,12,6,36,8,4,0,34,3,20	0,0,2,0,2,0,0,0,0,0,3,0,0,1,1,3	350	269
50	0,1,0,0,0,4,2,1,0,0,1,2,0,0,1,3	0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0	0,1,0,0,0,6,2,1,0,0,0,7,0,2,0,1	0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0	272	269
51	0,1,2,0,0,3,0,0,4,16,2,1,0,0,0,0	0,6,2,6,1,9,2,2,15,20,1,0,1,8,9,2	0,0,1,2,0,1,0,0,0,1,0,0,0,0,2,0	1,18,9,14,0,4,0,1,14,19,1,0,0,3,4,0	290	269
52	13,23,12,16,52,42,49,45,39,28,106,79,4,59,75,66	0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0	7,26,46,18,59,48,44,52,28,28,99,23,11,37,63,59	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	309	269
53	58,156,157,102,185,143,170,198,219,173,482,295,24,250,301,237	1,12,17,7,20,11,14,36,18,19,71,33,1,32,31,20	54,181,196,141,198,155,123,207,131,122,432,130,37,140,260,217	9,28,14,21,32,11,9,30,5,18,49,31,1,23,30,24	309	269
54	0,1,1,2,0,4,3,7,2,0,13,34,0,3,4,3	7,9,6,13,14,11,29,28,24,23,40,132,4,20,14,13	0,1,1,5,9,4,1,2,9,5,16,18,0,6,0,10	1,2,7,17,43,8,15,30,27,12,69,64,1,23,17,22	272	269
57	0,164,97,4,3,5,2,2,4,11,8,32,0,19,3,19	2,106,52,5,11,17,2,5,4,39,14,11,1,30,3,39	0,144,219,1,7,9,1,3,5,9,6,7,0,10,0,8	1,141,109,2,17,8,1,6,7,19,19,12,0,21,0,25	281	269
58	24,23,11,20,532,105,90,486,35,316,845,698,3,569,70,392	0,0,0,0,9,0,0,14,1,1,16,24,0,4,5,22	6,16,29,21,378,114,58,449,45,173,643,405,1,321,80,424	0,0,0,0,9,4,5,8,1,2,9,6,0,7,1,9	272	269
60	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0	287	269
61	9,28,15,22,60,18,22,43,37,18,141,95,3,61,20,29	0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0	13,15,15,22,29,23,7,46,15,11,43,63,1,18,16,9	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	335	269
62	33,64,47,38,148,41,47,120,97,44,332,185,3,170,35,70	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	46,32,47,49,110,52,31,160,50,29,167,117,2,51,40,33	0,0,0,0,5,0,0,1,0,0,0,3,0,0,0,0	349	269
63	0,0,0,0,1,3,0,1,0,2,1,0,0,1,0,0	2,0,0,0,4,2,1,0,0,1,3,5,0,4,2,5	0,0,0,0,3,0,0,2,1,0,1,0,0,2,0,2	0,0,0,0,2,5,1,0,0,0,1,0,0,7,0,2	293	269
64	0,0,5,1,3,0,3,1,1,29,5,4,0,17,0,14	0,0,0,0,0,0,1,0,1,2,0,1,0,1,0,4	0,5,3,0,1,2,11,2,8,8,9,4,0,13,0,14	0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2	368	269
65	0,2,1,0,0,2,4,0,0,15,5,3,0,4,0,20	0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1	0,1,0,0,0,0,9,2,0,7,6,0,0,10,0,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	368	269
69	3,1,4,0,0,0,0,1,2,8,0,0,1,1,0,3	0,1,0,3,0,1,0,0,0,0,0,2,0,2,0,1	1,1,2,1,1,2,0,2,0,2,0,0,0,0,0,0	0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0	296	269
70	0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1	26,45,41,58,40,93,42,24,33,68,158,200,5,75,21,69	0,3,0,0,2,2,2,0,0,2,2,0,0,2,1,1	6,32,44,34,55,51,59,37,52,49,174,106,0,67,32,54	287	269
71	1,7,5,7,11,12,16,18,5,13,49,72,0,25,8,14	12,30,35,35,55,81,29,39,58,87,209,139,5,89,22,113	0,5,2,1,20,18,18,5,9,24,65,34,0,27,7,16	7,34,35,31,63,66,51,41,9,37,193,101,2,60,25,90	284	269
75	5,10,4,2,55,1,10,73,19,28,153,42,1,32,1,27	367,1420,813,556,4445,546,601,5144,2524,2300,9782,3002,53,3588,450,2545	10,13,21,1,43,10,5,25,19,14,144,33,0,31,5,22	537,1688,1437,828,2610,604,611,2528,1613,1510,8802,2315,65,2015,395,1957	324	269
76	0,6,6,4,0,1,2,0,6,0,1,2,0,0,2,0	4,63,92,30,9,42,5,10,12,29,23,80,2,11,16,39	0,6,9,4,3,1,0,1,0,1,3,1,0,5,0,1	1,32,80,16,36,42,10,20,21,22,33,41,6,33,17,64	296	269
83	5,10,14,4,6,4,7,10,14,9,22,13,0,14,2,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	4,12,9,6,11,6,3,4,3,3,10,5,0,4,4,7	0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0	273	269
84	5,6,10,3,5,2,6,10,9,9,21,10,0,16,2,11	0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0	6,15,10,7,8,7,5,4,3,3,13,5,0,3,5,8	0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0	273	269
85	5,10,17,8,11,20,15,11,22,9,59,17,0,30,5,23	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3	7,34,24,12,16,11,7,6,7,3,49,14,1,8,6,14	0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0	273	269
86	0,0,0,1,1,4,1,5,0,2,4,13,0,4,5,2	0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1	0,0,0,0,3,4,1,3,0,6,13,4,0,14,1,12	0,2,0,0,3,0,0,0,0,0,4,4,0,0,0,0	272	269
90	0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,1,0,2,0,0,0,0,0,3,0,0,2,0,4	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	323	269
91	0,0,0,0,3,2,0,1,0,0,2,2,0,3,1,1	4,4,4,8,66,70,17,77,3,82,207,163,3,123,53,108	0,0,0,1,0,1,0,0,0,2,0,2,0,2,0,0	2,2,5,2,121,69,11,108,1,34,180,72,0,75,48,146	287	269
92	18,6,7,4,18,57,41,16,12,47,42,82,5,65,42,39	9,5,2,6,32,52,21,15,11,24,56,53,3,64,44,66	7,12,5,10,54,51,38,29,8,74,55,36,7,48,34,89	4,6,3,2,58,31,18,40,5,36,79,26,7,53,28,108	278	269
93	0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	272	269
94	7,33,14,13,16,9,6,12,43,39,79,62,0,42,2,19	3,6,30,8,4,6,3,4,43,15,23,34,0,22,1,26	12,18,49,21,32,8,4,6,41,25,66,5,0,40,4,22	9,13,15,10,19,1,0,5,14,28,24,3,0,19,0,22	272	269
95	1,1,35,160,112,905,24,93,63,240,25,173,131,153,573,216	0,0,5,13,15,131,10,19,8,14,7,32,24,17,114,50	0,3,7,138,138,900,38,101,28,90,14,91,159,101,485,247	0,0,1,27,34,145,5,20,11,23,2,7,34,20,72,46	281	269
96	0,0,2,70,1,48,0,6,10,0,0,7,1,5,16,0	1,6,10,106,8,63,1,11,26,0,0,8,2,11,23,2	2,1,8,55,8,40,0,7,14,0,0,3,0,5,10,3	1,5,10,97,8,76,1,9,11,3,0,5,0,5,15,0	272	269
97	11,17,19,15,121,87,52,101,36,60,260,62,14,177,325,294	1,0,3,0,2,2,2,3,3,9,5,0,0,3,7,10	3,13,33,13,155,87,65,247,15,84,365,39,12,113,263,262	2,0,2,0,2,2,1,4,1,0,2,0,0,7,1,2	374	269
100	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1	0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1	0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2	0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,3	272	269
101	9,1,2,14,17,41,0,8,0,39,32,87,0,30,14,26	0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0	0,2,0,9,40,33,2,22,2,15,46,33,0,67,11,88	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	320	269
104	0,0,0,0,0,1,0,0,0,10,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2	0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0	344	269
106	34,77,87,41,167,101,25,159,74,75,282,378,9,169,89,200	34,136,157,70,163,127,28,178,122,65,298,518,11,192,107,148	8,77,96,59,204,97,23,171,55,63,255,208,13,116,68,127	12,141,159,64,175,121,45,165,76,101,263,309,15,151,91,204	272	269
107	0,0,0,0,1,6,0,1,0,25,4,9,0,0,12,4	1,6,0,4,49,85,23,13,5,84,54,55,11,33,313,36	0,0,0,0,8,2,0,1,2,2,3,1,1,1,8,3	4,1,6,8,42,106,11,30,6,56,72,60,8,40,249,35	335	269
108	0,0,1,0,0,2,0,1,0,0,0,0,0,1,1,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0	0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,2	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	272	269
110	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0	0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0	278	269
111	6,13,20,67,86,89,2,37,52,16,0,29,50,103,174,33	0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1	16,15,19,135,58,87,5,39,91,5,4,18,61,59,197,34	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	272	269
114	1,1,0,0,2,0,0,1,1,3,7,0,0,12,0,19	3,4,1,3,21,15,1,12,1,56,30,40,0,52,9,61	0,1,2,1,11,6,0,5,1,2,3,0,0,4,0,3	2,6,7,3,37,21,0,10,9,52,31,43,1,54,16,53	328	269
115	0,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1	305	269
116	17,3,13,14,24,13,312,13,43,70,68,42,2,60,15,53	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	14,9,19,32,18,14,378,9,37,60,39,8,2,38,10,44	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	296	269
117	35,18,44,35,46,40,347,25,87,89,103,87,7,100,27,80	3,0,2,0,0,0,0,0,0,0,3,0,0,3,0,14	28,31,39,55,32,30,396,19,78,105,51,34,2,72,12,76	1,0,0,1,4,0,1,0,0,0,2,0,0,0,0,2	296	269
118	20,9,14,13,30,13,316,21,44,66,79,48,3,62,14,52	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	16,16,13,37,11,11,372,10,45,66,34,7,2,44,7,46	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	296	269
119	16,3,11,11,22,13,408,13,39,59,68,36,2,51,13,47	0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0	14,5,12,24,10,8,498,8,35,58,37,9,2,37,6,42	0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0	296	269
120	19,3,11,12,34,13,326,14,59,108,94,49,2,85,11,85	0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2	27,5,13,25,14,8,398,13,59,97,42,12,2,54,6,59	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1	296	269
121	3,1,4,2,9,3,208,2,1,5,23,23,0,8,1,9	10,6,13,13,16,2,654,6,26,38,51,35,0,38,4,35	3,1,5,1,6,1,188,8,3,9,20,2,1,3,0,8	14,13,6,12,11,13,540,5,24,25,36,21,0,10,0,27	272	269
122	79,42,62,15,536,236,130,458,91,275,632,738,67,474,168,351	0,0,0,0,3,1,0,8,0,0,8,1,0,1,3,2	17,28,42,25,448,224,111,399,43,233,485,379,54,362,173,384	0,0,0,0,8,3,2,11,0,7,4,3,1,3,4,7	274	269
124	0,0,0,3,0,10,0,0,1,0,0,0,1,2,21,0	0,0,2,0,0,2,0,0,0,0,0,0,0,0,14,0	0,0,1,2,4,7,1,0,0,0,1,0,4,0,14,0	0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0	307	269
125	48,6,52,159,5,335,4,0,17,0,2,0,0,16,1,9	1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	169,8,59,127,5,347,3,0,5,0,2,0,1,6,7,3	0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0	273	269
128	3,2,3,0,0,0,0,0,1,0,0,5,0,0,0,0	1,2,9,0,11,3,24,6,1,4,77,91,1,12,3,17	2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	3,0,0,3,40,9,18,22,4,5,87,41,0,47,4,20	400	269
129	19,54,96,165,269,447,24,236,143,241,9,144,5,757,184,637	0,0,2,3,7,6,1,5,3,0,0,9,1,21,3,4	5,70,154,229,215,407,4,183,199,113,3,54,5,404,152,568	0,2,0,3,8,2,0,5,1,0,0,0,0,16,2,4	392	269
132	47,29,129,141,34,164,16,9,110,27,26,9,17,83,129,67	0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0	194,64,195,199,9,173,0,3,81,39,6,29,36,16,82,37	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2	323	269
134	0,0,0,1,10,10,2,2,0,37,21,10,0,10,6,21	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,1,2,12,12,3,10,0,26,43,1,0,15,13,41	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	281	269
135	0,0,1,11,2,23,0,1,5,16,0,2,0,13,1,19	5,1,5,12,3,42,0,3,14,45,0,2,0,30,3,37	8,0,1,14,2,50,1,0,8,14,0,1,0,11,0,18	9,0,1,16,12,50,0,2,12,54,0,3,0,40,0,51	284	269
137	23,84,51,89,184,148,163,102,110,219,311,350,7,313,213,295	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0	9,103,103,109,131,156,183,98,104,106,238,253,11,148,181,229	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	292	269
138	8,13,22,26,59,51,42,27,29,63,75,105,3,91,77,93	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	2,22,19,25,43,61,50,36,33,38,63,69,4,47,49,84	0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0	292	269
140	1,1,4,3,0,0,5,1,7,4,4,4,0,1,3,0	0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0	2,4,2,5,2,4,2,0,15,0,5,3,1,2,1,4	2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	272	269
144	1,0,0,0,0,7,1,0,0,1,5,7,0,0,0,0	0,0,2,0,0,3,0,0,0,0,1,1,0,1,2,0	0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,4	0,0,0,0,1,0,1,0,0,7,2,0,0,0,0,0	315	269
145	1,4,2,0,14,9,15,4,0,15,48,6,1,17,4,25	0,0,0,0,0,1,1,0,0,0,10,0,0,3,4,6	2,1,2,0,14,7,13,6,4,17,27,4,0,12,1,26	0,0,0,3,1,2,4,0,0,3,4,0,0,1,0,2	315	269
146	5,23,19,7,22,19,36,14,7,57,81,84,0,38,26,53	0,4,2,2,6,5,5,2,2,0,4,13,0,8,3,10	6,12,15,3,46,19,39,21,22,26,78,63,0,49,18,94	0,1,9,2,12,3,2,7,4,0,8,10,0,6,2,18	421	269
147	81,492,559,336,123,297,126,56,776,302,416,315,7,350,123,445	0,4,3,2,0,1,0,0,0,0,2,0,0,0,0,0	177,616,769,640,175,345,117,57,518,345,439,215,5,340,98,451	4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1	274	269
149	0,8,0,3,0,2,0,0,0,1,0,0,0,0,0,0	0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,2,3,0,0,0,0,0,0,0,0,0,0,4,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	278	269
150	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,0,0,0,0,3,0,1,0,2,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0	0,1,0,0,0,0,0,0,0,6,0,2,0,2,1,0	310	269
151	1,2,9,1,8,2,119,0,1,0,69,2,0,0,1,0	0,0,1,1,0,1,2,0,3,2,4,1,0,2,6,1	0,6,1,0,8,0,90,1,0,0,34,2,0,0,2,1	1,1,2,0,3,0,1,0,0,2,7,0,0,4,1,1	270	269
155	10,25,35,21,19,17,60,25,74,2,87,66,10,54,30,4	3,0,4,6,2,2,2,1,7,0,6,7,0,4,0,6	22,22,19,43,17,17,40,18,50,41,18,27,5,41,30,13	5,2,0,3,4,0,5,0,10,16,6,2,0,2,2,0	272	269
156	0,26,11,4,0,4,0,2,6,2,8,5,0,4,2,5	0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0	3,30,37,4,0,1,0,1,1,2,4,2,0,8,0,6	0,1,5,0,1,0,0,0,0,1,0,1,0,0,0,2	282	269
157	0,16,3,1,1,4,0,0,4,0,0,2,0,2,1,0	0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0	1,11,25,2,0,6,0,0,0,2,1,2,0,0,0,2	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	282	269
160	0,0,0,0,0,1,0,0,0,1,0,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0	0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0	1154	269
162	13,7,6,6,60,60,29,40,3,56,93,133,1,96,70,120	1,3,1,2,16,42,12,8,4,28,31,26,1,35,25,58	2,7,9,11,77,76,18,72,11,97,116,39,3,108,49,164	1,1,8,2,31,23,5,20,11,54,49,20,1,48,28,77	272	269
164	0,0,0,0,1,1,0,0,0,8,0,5,0,0,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	272	269
166	162,228,121,360,2153,453,713,2234,872,1212,3839,1355,88,2028,752,1585	2,17,2,7,16,8,8,16,15,9,56,17,2,31,6,7	258,300,321,731,1447,522,625,1587,636,858,4145,1035,66,1372,643,1523	3,7,5,8,15,10,3,8,11,12,56,0,2,8,16,12	291	269
167	127,295,152,441,1851,374,537,1876,1065,1082,3358,1068,86,1805,633,1480	3,0,0,0,3,0,1,5,6,0,5,2,0,1,2,3	262,358,386,919,1263,435,510,1287,675,748,3643,773,56,1191,537,1293	0,0,0,0,3,2,0,0,1,0,3,2,0,0,0,0	290	269
168	0,3,2,6,0,1,0,0,0,12,1,0,0,1,0,1	0,0,7,0,0,0,0,2,0,0,1,0,0,0,0,4	2,2,1,0,0,0,0,2,8,0,2,0,0,0,0,1	2,2,2,2,0,4,0,0,0,2,0,0,0,0,0,1	277	269
169	3,1,2,3,3,2,0,0,1,0,1,1,0,6,0,1	1,0,3,0,0,1,0,0,0,0,2,2,0,0,0,6	0,0,0,4,1,1,0,1,0,0,1,0,0,1,0,6	0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0	277	269
171	243,391,367,378,570,407,351,478,707,620,1162,666,36,690,323,701	59,67,88,84,196,88,109,120,203,144,336,209,8,173,94,152	248,384,422,539,401,348,327,358,446,390,909,525,27,440,282,449	76,101,103,141,96,115,110,119,116,94,287,156,17,85,88,111	272	269
173	0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0	51,77,74,139,338,192,312,339,160,251,947,613,44,400,222,277	0,0,0,0,1,2,0,0,0,0,1,0,0,1,0,2	18,71,95,116,403,219,295,328,140,259,988,266,53,350,254,304	281	269
