ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
944	1,2,0,1,8,4,2,6,0,4,8,29,2,9,1,10	0,0,0,0,0,0,0,0,0,0,2,5,0,2,2,0	0,4,0,1,8,6,1,7,5,20,22,5,0,6,5,14	0,0,0,0,4,1,0,2,0,5,1,0,0,3,0,3	295	269
947	3,11,33,26,4,34,7,4,31,0,7,47,3,12,6,7	0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0	7,45,24,26,4,21,5,3,45,23,15,16,2,6,3,20	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3	385	269
948	0,0,5,10,8,6,2,0,7,11,21,9,0,3,3,10	5,12,5,1,9,7,10,8,9,13,25,19,0,7,3,19	3,4,2,7,3,5,2,2,16,1,19,8,1,4,1,7	7,14,3,5,6,12,1,6,4,3,19,17,0,7,8,5	277	269
954	0,0,1,0,0,7,1,0,0,0,0,1,0,0,0,0	0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1	0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7	322	269
955	47,24,20,25,74,72,50,69,23,42,65,64,46,69,133,76	129,118,111,134,201,322,243,155,85,241,410,279,145,264,499,334	26,34,31,38,59,110,57,55,36,71,74,89,40,97,134,102	132,130,153,108,207,330,256,180,74,227,420,282,137,270,429,338	279	269
956	2,3,3,0,6,10,7,8,3,2,3,5,2,4,13,10	4,1,3,2,0,2,0,4,0,2,1,1,0,5,8,1	0,0,0,3,3,15,6,3,4,8,9,13,4,6,19,5	1,0,0,4,2,0,1,3,0,3,2,1,2,6,1,1	279	269
957	2,3,3,0,7,9,4,8,2,2,3,5,2,4,11,9	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,2,4,15,6,3,4,8,10,13,4,6,18,5	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	279	269
958	2,3,3,0,6,9,4,8,2,2,3,5,2,4,11,9	0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0	0,0,0,2,3,15,6,3,4,8,9,13,4,6,18,5	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	279	269
959	0,0,1,1,1,0,0,0,0,0,2,6,0,3,0,0	0,0,0,1,0,1,0,0,0,6,0,0,0,0,1,0	0,0,0,0,0,0,0,2,2,1,1,1,0,1,0,0	0,2,0,1,0,1,0,0,1,1,0,0,0,0,0,1	280	269
960	0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0	1,0,0,0,1,1,1,0,0,2,0,4,0,3,0,1	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1	0,0,0,0,1,0,0,1,2,5,2,1,0,3,2,2	271	269
961	1,1,9,29,54,7,0,74,53,35,18,46,10,19,48,11	11,8,63,114,322,56,14,428,222,66,114,337,56,203,337,100	4,4,4,44,17,16,5,46,14,7,17,44,16,10,45,11	18,22,24,207,207,66,13,320,154,84,62,225,66,97,245,76	273	269
963	0,1,0,0,2,2,0,0,0,3,0,0,1,8,0,2	0,1,5,4,0,4,0,2,0,6,0,2,0,11,1,7	0,3,0,2,0,0,0,0,0,7,0,0,0,6,2,0	0,7,1,0,4,1,0,0,0,0,0,0,1,8,0,4	538	269
965	2,0,2,5,3,8,21,3,1,0,11,28,1,16,4,3	0,0,0,0,1,1,4,0,0,4,9,11,0,0,3,1	0,0,1,1,4,11,14,6,5,3,12,9,5,6,6,7	0,0,0,2,0,8,6,3,2,0,7,4,0,4,2,0	325	269
972	1,7,11,5,7,0,0,2,3,11,0,15,0,6,0,8	0,2,1,1,0,1,0,0,0,2,0,3,0,3,0,1	2,8,4,0,2,2,0,0,2,11,0,5,0,2,0,11	0,1,9,0,1,0,0,1,1,1,0,2,0,2,0,4	272	269
974	0,0,0,0,0,1,0,0,0,0,4,0,0,0,2,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	471	269
975	0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	471	269
977	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	378	269
978	74,113,92,252,313,58,449,182,534,231,677,298,25,493,126,131	12,38,46,65,74,16,77,45,127,52,147,50,4,118,17,39	104,126,115,536,183,77,377,142,441,182,464,137,35,192,122,91	33,26,29,137,51,23,67,40,87,45,84,31,5,51,23,31	344	269
979	0,0,0,6,1,2,7,1,0,0,7,6,0,2,1,0	0,0,0,0,1,0,0,2,1,0,11,1,0,3,0,0	1,0,0,3,0,0,0,1,0,0,6,0,0,2,1,0	1,3,0,2,0,1,5,2,0,0,3,0,0,0,2,0	344	269
980	0,1,1,0,2,2,1,0,0,1,3,2,0,0,0,0	0,1,7,1,0,0,0,0,0,2,0,1,0,2,0,0	0,0,0,4,0,0,0,0,5,5,1,2,0,1,0,1	0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0	319	269
981	0,0,0,7,4,31,0,0,0,1,0,0,0,0,7,0	0,0,0,2,0,16,0,0,0,0,0,1,0,0,1,0	0,0,0,4,0,45,0,0,1,0,0,0,1,4,10,0	0,0,0,0,1,9,0,0,0,0,0,0,0,0,3,0	280	269
985	10,55,78,45,70,49,27,43,132,72,82,105,1,117,65,88	0,0,6,3,0,0,0,0,0,0,8,3,0,0,1,5	7,74,93,80,49,46,35,60,65,68,97,100,8,77,67,63	2,1,1,0,0,2,5,1,0,0,1,0,0,0,0,0	365	269
987	1,2,4,0,9,7,3,8,7,14,3,23,1,6,2,9	1,0,1,0,0,1,0,0,0,0,2,1,0,0,0,2	0,1,0,5,3,9,1,0,3,1,3,3,0,1,1,3	0,1,0,0,0,1,0,1,3,1,0,0,0,2,0,1	316	269
989	136,81,68,173,503,218,383,435,232,257,1070,989,39,624,242,238	5,1,6,7,43,14,25,31,14,28,62,77,2,39,16,30	83,88,159,305,367,226,305,261,306,172,744,585,21,269,205,237	2,1,9,14,21,22,25,21,16,12,40,46,1,28,14,21	304	269
990	0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0	3,9,7,5,0,11,0,0,2,3,3,29,1,5,8,8	1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,6,2,7,5,13,0,3,3,6,11,3,1,1,6,5	314	269
991	18,13,21,39,30,28,28,11,57,13,66,86,9,33,91,18	0,1,4,2,0,3,1,3,2,0,5,11,2,2,5,0	19,3,7,45,26,31,41,13,39,33,71,43,16,41,80,15	1,0,0,5,1,0,2,0,5,0,4,8,1,3,3,5	354	269
993	3,1,1,2,3,1,3,0,2,2,0,11,0,6,4,4	7,16,12,7,6,4,3,9,9,3,7,7,0,14,8,19	0,2,0,2,2,6,0,0,2,3,2,0,2,6,4,2	4,28,14,7,7,2,0,1,1,2,11,4,2,18,6,12	436	269
995	2,30,20,20,87,77,30,102,44,84,311,300,8,172,52,110	0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0	2,34,25,12,175,91,18,121,21,100,350,246,7,185,59,240	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	473	269
996	0,0,0,11,4,12,0,1,2,0,4,7,1,1,4,0	0,0,0,23,8,14,1,4,3,0,1,3,2,3,29,0	0,0,0,9,1,2,0,0,4,0,0,3,2,3,11,0	0,0,0,12,10,9,2,2,0,0,1,4,0,0,28,3	519	269
997	0,0,0,0,2,0,0,0,0,0,3,2,0,3,0,6	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,1,1,0,0,0,0,4,1,0,5,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	355	269
999	0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,3	0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,3,0,0,0,2,4,0	301	269
1001	3,0,2,4,10,11,5,13,1,11,40,161,0,10,10,14	0,0,0,0,2,0,0,0,0,0,4,13,0,3,2,1	0,1,0,2,17,4,9,16,0,12,32,46,1,21,5,30	0,0,0,0,0,1,2,1,0,0,2,4,0,2,1,1	274	269
1002	0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1	1,3,0,1,0,7,0,0,0,0,2,4,0,1,0,5	0,6,0,1,0,0,0,0,0,0,1,0,0,2,0,0	0,0,1,4,3,0,1,5,0,5,2,0,0,2,1,6	280	269
1003	7,23,32,12,10,7,2,1,11,11,7,1,0,21,3,9	4,12,33,3,23,5,4,3,13,10,6,0,2,17,6,3	4,81,20,20,0,10,7,1,19,5,12,2,0,8,2,2	6,63,8,14,2,5,1,1,5,20,4,0,0,6,0,5	295	269
1004	0,1,0,0,0,0,0,1,0,9,1,0,0,5,0,9	0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,3	0,0,6,0,0,9,0,0,0,2,1,0,0,0,0,10	0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,2	382	269
1005	77,47,47,47,69,150,3,37,110,128,65,97,0,141,25,278	0,0,2,1,0,4,0,0,1,0,0,0,0,1,0,4	5,54,151,53,82,138,5,35,61,92,56,67,0,89,13,309	0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2	382	269
1007	7,31,25,24,18,96,5,13,95,63,36,52,4,79,53,77	0,0,0,4,0,3,1,0,1,0,1,3,0,4,1,1	38,23,30,23,39,89,2,18,30,48,40,9,0,62,64,82	2,3,0,0,0,0,0,0,7,0,1,0,0,0,3,0	418	269
1008	0,0,0,2,2,0,0,0,2,3,6,3,0,2,1,5	0,1,0,0,6,0,0,0,0,6,0,0,0,1,0,2	0,4,1,1,2,3,1,0,0,0,0,1,0,0,0,7	0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,3	331	269
1009	0,2,0,1,4,0,0,0,2,5,3,3,0,11,0,12	0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0	1,3,2,0,2,2,0,1,4,9,5,0,0,4,0,9	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	530	269
1010	0,0,0,2,0,0,0,0,1,3,6,2,0,2,1,5	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,4,1,0,2,1,1,0,0,0,0,1,0,0,0,7	0,0,0,0,0,0,1,0,0,10,2,1,0,0,0,4	331	269
1011	0,2,0,1,4,0,0,0,2,5,3,3,0,11,0,12	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,3,2,0,2,2,0,1,4,9,5,0,0,4,0,7	0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0	530	269
1012	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,29,1,0,0,0,22,2,166,0,1,0,10	0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0	0,0,0,0,28,2,0,0,2,3,4,160,0,2,0,11	283	269
1015	0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,0	0,0,1,0,1,12,1,2,0,0,0,8,0,3,1,2	0,0,0,0,1,4,0,1,0,0,0,3,0,0,2,0	0,0,0,1,1,21,1,1,0,8,1,7,0,2,1,6	293	269
1017	0,0,0,2,0,1,0,0,0,4,1,0,0,4,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0	538	269
1018	0,0,0,1,0,0,10,0,0,0,10,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0	0,0,0,0,1,0,19,0,0,0,10,0,0,0,0,0	0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0	431	269
1021	0,0,0,0,0,1,0,0,0,0,1,7,0,0,0,1	0,0,0,0,0,0,0,0,2,0,1,13,0,0,0,0	0,0,0,0,0,1,0,2,0,0,0,5,0,0,0,2	0,0,0,0,0,0,0,1,0,0,0,15,0,0,0,0	397	269
1022	0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,0,0,2,0,0,0,3,0,0,0,0	0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0	397	269
1023	0,0,2,10,0,30,0,0,0,0,0,6,31,0,97,0	0,0,7,12,0,70,0,0,4,0,0,6,26,0,120,0	0,0,9,3,0,35,5,0,0,0,0,4,37,0,74,2	0,0,6,15,0,52,3,0,0,0,0,3,36,0,89,1	275	269
1024	0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0	0,1,4,2,0,52,1,0,0,2,0,6,40,0,202,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0	0,0,3,0,0,42,0,0,0,0,0,10,54,0,175,2	275	269
1025	0,0,0,0,0,1,0,0,0,0,0,0,3,0,5,0	0,0,0,0,0,48,1,0,3,5,0,5,32,0,321,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0	0,0,2,9,0,51,2,0,4,0,0,0,88,0,290,3	275	269
1026	5,11,12,11,29,27,6,26,17,28,31,49,5,57,33,27	4,18,18,19,67,103,9,42,35,132,82,125,4,115,70,79	3,5,13,21,31,25,3,25,41,26,27,45,4,34,23,23	12,29,26,50,80,76,16,43,53,89,51,81,4,77,65,102	289	269
1029	51,324,295,75,2,39,4,0,48,0,0,0,0,12,1,0	1,8,5,0,0,0,0,0,0,0,0,0,0,1,0,0	35,371,454,74,0,50,3,0,48,0,0,0,0,19,0,0	1,7,7,4,0,1,0,0,0,0,0,0,0,0,0,0	285	269
1030	0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	287	269
1031	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,2,0,0,0,1,0,0,0,0,1,0,0,0,1	0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0	0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1	296	269
1034	0,0,0,0,1,0,0,0,2,0,0,2,0,0,2,0	5,11,16,21,43,60,17,26,36,50,66,121,3,114,31,117	0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0	16,9,11,34,83,60,12,34,51,48,75,55,3,92,29,108	274	269
1037	0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	315	269
1038	7,2,1,3,40,32,13,44,5,41,123,186,1,71,17,69	6,6,1,2,5,21,16,8,2,13,37,44,0,14,0,11	0,5,7,2,130,27,9,75,6,47,171,78,1,149,12,133	0,0,4,2,37,11,1,10,3,6,32,18,1,31,3,30	370	269
1039	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0	0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0	272	269
1041	0,0,0,0,1,4,3,1,0,0,0,0,3,0,0,0	0,0,0,0,0,9,0,5,0,0,0,7,1,0,2,0	0,0,0,0,4,1,0,1,0,0,0,2,0,0,1,0	0,0,0,0,4,2,0,0,0,0,0,2,0,0,0,0	358	269
1042	6,4,2,15,33,30,4,42,40,28,34,116,0,35,25,16	0,2,0,0,0,1,0,1,0,0,0,0,0,2,1,0	1,1,1,31,60,32,0,83,27,32,47,121,0,44,19,48	0,0,0,0,3,0,0,1,0,1,4,1,0,2,0,0	538	269
1043	7,4,6,34,54,56,5,78,33,22,60,190,1,80,32,43	10,13,2,28,40,70,8,42,58,40,46,153,1,133,59,31	9,1,2,30,97,31,7,99,32,53,83,108,1,96,14,67	8,14,11,54,72,46,4,82,51,45,75,67,0,65,31,28	301	269
1045	2,0,2,7,4,6,0,4,6,2,6,5,0,2,5,1	14,11,10,81,12,96,3,21,5,26,11,114,16,18,55,41	0,0,0,0,0,3,2,1,0,0,2,2,0,6,1,4	0,6,12,8,93,98,1,49,9,18,16,31,11,87,52,101	346	269
1046	6,26,34,6,15,14,10,7,11,9,15,27,0,16,2,11	0,0,1,3,2,2,1,1,1,1,0,0,0,0,0,2	6,43,35,22,8,19,4,8,35,3,17,6,0,18,14,6	0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1	384	269
1047	5,3,6,2,1,8,1,2,18,14,5,6,0,12,6,4	0,5,19,1,0,7,0,2,11,10,14,3,0,1,8,3	2,2,8,11,0,6,5,2,6,3,4,2,1,8,0,3	10,3,28,2,1,0,2,7,5,6,3,1,0,2,0,5	280	269
1049	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0	322	269
1050	0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0	0,0,1,1,0,17,0,0,4,0,0,0,1,0,17,0	0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	0,0,0,1,0,21,0,0,2,0,0,0,9,0,17,0	286	269
1051	22,29,41,152,244,337,17,322,91,239,127,497,26,408,339,360	0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0	8,18,33,149,317,370,13,344,95,127,100,310,45,299,267,502	0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0	538	269
1052	0,0,0,0,0,1,1,1,0,0,4,1,0,0,0,0	0,12,6,1,0,2,0,0,2,0,4,7,0,0,0,1	0,0,1,0,2,2,0,0,7,0,1,1,0,1,0,0	0,6,4,2,1,4,1,0,12,0,1,0,0,1,0,0	538	269
1057	1,0,0,0,5,4,0,0,0,0,0,0,0,6,0,1	0,0,1,1,4,0,2,0,1,7,3,9,0,1,3,4	0,1,0,1,0,3,0,0,0,0,4,0,0,2,0,1	0,0,0,1,1,4,1,1,0,0,1,2,0,5,1,3	346	269
1058	14,9,27,13,164,93,87,122,21,127,590,421,14,172,46,203	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	1,21,16,10,261,84,71,187,32,175,601,186,9,221,24,195	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	297	269
1059	5,7,5,2,6,6,7,1,1,0,9,10,0,4,3,7	114,255,162,244,389,433,244,239,217,561,1103,719,27,705,255,605	0,5,9,1,2,13,6,0,1,0,12,0,0,4,6,5	39,213,283,261,415,367,197,290,219,427,786,305,14,470,173,576	313	269
1060	8,0,3,2,17,12,29,3,12,0,8,4,0,7,10,0	212,37,63,173,152,178,357,55,333,62,292,168,15,274,161,87	18,2,16,25,4,9,15,9,11,1,15,1,1,3,12,2	177,36,103,241,151,117,242,124,252,109,195,42,21,134,147,121	283	269
1061	184,24,43,76,59,46,165,40,182,56,130,66,5,161,82,33	0,0,0,0,0,1,0,2,0,0,1,4,0,0,0,0	381,22,58,173,74,67,102,74,132,43,160,17,8,64,61,50	2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0	295	269
1062	565,107,178,258,283,233,627,164,882,190,547,196,32,560,318,129	109,19,44,48,112,85,232,67,210,44,242,54,10,225,96,42	1206,87,194,627,263,221,436,252,626,114,402,72,25,205,244,152	238,24,86,175,81,61,159,68,214,54,137,28,8,76,104,56	295	269
1069	0,10,4,2,0,7,1,1,7,6,1,0,2,0,0,2	1,0,0,0,0,1,0,0,0,0,2,2,1,2,0,0	1,3,7,3,1,1,4,2,13,4,6,0,0,2,2,0	0,0,0,1,0,7,0,0,0,0,0,0,0,0,5,2	277	269
1070	1,4,1,1,1,3,1,5,0,10,10,3,0,4,1,15	1,0,0,0,0,1,0,0,0,0,2,2,1,2,0,0	1,0,3,0,1,5,0,1,7,10,5,0,0,6,4,1	0,0,0,1,0,7,0,0,0,0,0,0,0,0,5,2	444	269
1071	1,4,1,1,1,3,1,5,0,10,10,3,0,4,1,15	0,10,4,2,0,7,1,1,7,6,1,0,2,0,0,2	1,0,3,0,1,5,0,1,7,10,5,0,0,6,4,1	1,3,7,3,1,1,4,2,13,4,6,0,0,2,2,0	435	269
1079	4,2,15,5,1,22,3,2,8,0,2,20,6,12,9,3	0,1,0,1,0,5,2,0,0,0,0,1,1,1,3,0	0,8,10,3,4,15,9,2,4,2,9,7,1,6,5,3	1,0,0,0,0,6,2,4,4,4,1,1,1,2,1,2	277	269
1080	0,2,0,137,7,0,1,11,21,0,0,64,4,2,0,0	0,0,0,12,4,0,0,0,0,0,0,4,1,0,0,0	0,3,2,27,6,0,1,3,0,0,0,47,2,0,2,0	0,0,0,3,1,0,0,2,0,0,0,11,0,0,0,0	388	269
1083	0,0,0,1,0,0,0,0,11,47,0,12,0,19,0,38	0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0	0,0,0,2,7,2,0,0,24,64,0,5,0,13,0,33	0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0	478	269
1084	0,0,0,0,0,0,2,2,1,2,2,2,0,1,0,1	0,0,0,0,1,0,2,0,0,2,6,1,0,0,0,0	0,0,0,0,2,0,3,1,0,1,3,2,0,0,0,2	0,0,0,0,1,0,0,0,0,0,4,3,0,0,1,0	277	269
1085	0,0,0,0,0,0,12,4,1,2,7,6,1,3,0,4	6,19,21,11,124,46,370,129,37,136,374,329,12,197,141,151	0,0,0,0,4,1,10,0,0,1,6,4,0,6,3,4	4,28,15,23,148,35,294,153,39,130,471,251,5,219,101,180	277	269
1088	2,26,22,31,32,5,30,14,42,16,44,48,2,36,1,11	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,22,30,37,12,12,20,24,38,13,44,29,1,22,4,3	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	317	269
1090	0,1,0,11,3,15,1,2,8,8,0,5,0,19,9,15	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,2,29,0,2,2,0,0,4,0,19,7,11	0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0	297	269
1091	0,13,18,0,0,9,0,0,0,0,0,0,0,1,6,9	0,19,25,5,0,3,0,1,3,4,0,2,0,5,0,7	1,8,20,2,0,3,0,0,0,0,0,0,0,5,3,9	2,20,17,4,0,5,0,0,0,0,0,1,1,1,3,2	356	269
1092	0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,2,1,0,6,10,0,0,0,0	0,0,0,0,2,0,0,0,3,1,1,3,0,0,0,1	0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0	277	269
1093	0,0,0,0,4,1,2,0,0,0,2,1,0,0,0,0	5,1,0,2,12,5,0,16,3,0,15,98,1,7,1,7	0,0,0,0,2,0,0,2,0,4,0,4,0,0,0,1	1,1,0,0,66,0,0,33,3,25,26,20,0,8,1,9	277	269
1095	24,18,64,36,125,107,258,86,50,138,167,526,33,169,102,183	4,4,0,11,12,7,7,2,4,3,7,7,0,7,1,2	10,43,27,36,229,87,196,167,22,251,264,196,10,370,113,643	1,0,0,1,3,1,5,0,0,0,6,8,0,7,0,1	538	269
1096	0,0,0,4,0,4,7,0,0,1,6,0,0,1,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,2,6,0,0,1,4,0,3,0,0,2,2,0	0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0	538	269
1097	0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,0,1,1,2,0,0,0,1,0,0,1,0,0	0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1	392	269
1098	0,0,2,11,22,26,0,30,8,37,0,77,1,33,9,18	0,0,0,0,1,3,0,2,2,3,0,7,0,1,0,0	0,0,0,7,35,5,2,40,1,63,0,13,0,28,2,49	0,0,0,4,4,6,0,2,1,0,0,4,0,7,0,4	330	269
1099	1,6,0,5,1,1,1,2,3,2,3,5,0,3,3,1	6,28,23,18,12,8,22,20,60,4,36,53,0,42,21,23	0,0,2,2,4,2,0,8,7,8,5,5,0,1,8,4	4,27,28,41,17,21,11,8,61,3,24,19,1,18,17,18	286	269
1100	0,0,0,0,0,1,2,0,0,2,0,4,0,0,0,0	0,0,1,0,0,1,3,0,9,0,8,2,0,5,0,0	0,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0	0,0,0,3,1,1,2,3,0,1,6,2,0,4,2,2	286	269
1101	0,0,0,1,4,2,2,1,0,3,7,6,0,2,2,5	0,8,0,1,2,0,1,0,0,0,4,4,0,4,1,0	0,1,0,0,0,2,1,5,1,7,6,5,0,4,0,3	0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0	295	269
1102	0,0,1,1,4,2,3,1,9,1,15,4,0,7,2,5	0,8,0,1,2,0,1,0,0,0,4,4,0,4,1,0	0,1,0,3,1,2,2,7,1,5,10,7,0,8,2,5	0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0	277	269
1103	4,15,8,6,0,27,0,0,9,0,0,0,0,5,4,0	14,35,50,28,2,79,2,1,10,0,0,2,0,22,10,3	8,28,23,17,2,25,0,1,5,0,0,0,2,5,6,0	12,72,48,11,0,58,0,2,32,0,0,0,3,17,17,4	280	269
1104	0,3,3,1,15,8,8,7,9,41,12,16,1,16,5,19	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,4,7,10,8,1,4,20,17,10,5,0,11,7,10	0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0	537	269
1105	0,0,0,0,3,0,4,2,2,0,54,0,0,3,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,0,0,4,0,4,0,0,0,68,2,0,8,0,0	0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0	286	269
1107	2,3,0,6,11,24,6,6,1,37,6,50,1,17,21,35	2,2,0,0,6,21,5,1,1,8,3,16,2,8,3,3	0,0,6,1,18,40,5,9,3,26,10,20,1,36,9,44	0,1,0,3,4,13,0,1,3,8,5,7,2,7,6,7	280	269
1109	0,0,2,2,1,1,1,2,7,3,11,7,0,13,1,11	42,43,58,110,474,89,57,332,226,202,491,715,29,405,118,269	0,2,0,2,4,3,1,2,0,0,8,6,0,1,7,2	25,64,91,160,343,81,40,294,147,224,451,580,13,233,112,333	277	269
1110	0,0,1,3,2,2,2,2,0,0,1,0,0,2,4,5	7,20,23,21,22,89,47,12,16,38,52,104,5,54,74,30	0,0,0,3,3,2,1,2,0,1,1,0,0,4,1,0	8,14,13,12,34,82,15,23,26,29,38,25,2,32,48,45	312	269
1111	8,1,1,6,29,29,38,21,3,9,102,109,3,83,17,30	5,3,7,6,41,18,25,23,9,41,61,88,7,65,13,34	1,2,1,4,87,20,15,31,6,8,88,48,1,89,13,84	3,4,3,3,42,18,28,42,2,31,85,18,2,50,28,60	271	269
1112	2,1,1,1,3,16,4,1,4,4,10,2,0,9,7,2	19,14,24,13,41,78,14,11,5,30,58,19,2,74,29,50	1,10,0,10,3,6,2,0,4,1,2,0,0,3,8,2	7,42,27,37,22,46,14,5,17,48,14,11,2,50,42,19	274	269
