ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
570	0,0,1,0,0,0,0,0,2,0,1,0,0,4,1,0	0,3,2,0,6,1,1,6,1,10,11,9,0,18,4,21	0,2,0,0,0,0,0,1,0,4,0,0,0,1,1,0	0,3,1,2,7,4,0,10,7,9,5,1,0,26,3,16	349	269
571	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,0,0,1,8,0,2,0,43,0,1,0,1,0,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,1,3,0,0,0,25,1,1,0,6,0,8	338	269
572	1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	9,33,19,24,35,24,2,25,29,34,32,40,2,54,5,41	0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0	77,50,35,20,14,16,4,8,43,15,6,26,6,12,2,10	538	269
576	1,0,3,1,0,2,0,0,0,0,0,2,0,2,3,2	1,1,0,0,0,11,4,0,0,16,0,0,0,1,9,12	1,1,0,0,0,5,0,0,0,3,0,0,0,1,1,6	0,1,3,0,3,7,0,0,0,31,3,2,0,8,14,22	388	269
579	0,0,0,0,0,1,0,0,6,0,0,2,7,0,11,2	0,0,0,1,0,0,0,0,1,0,0,0,6,1,6,0	0,0,0,1,0,1,0,2,0,0,0,0,0,0,13,0	1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3	387	269
580	0,0,0,0,0,1,0,0,6,0,0,2,8,0,11,2	14,7,16,60,22,116,6,41,29,20,0,148,358,128,604,42	0,0,0,0,0,1,0,2,0,0,0,0,0,0,14,0	3,8,10,56,64,94,4,82,41,5,0,74,323,160,502,69	429	269
581	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,2,1,12,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,2,0,0,5,0,1,3,1,0,1,4,0,3,0,1	538	269
584	0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1	3,3,2,0,1,3,0,0,0,0,0,0,0,0,0,3	0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0	1,0,5,0,1,1,0,0,3,0,0,2,0,0,0,1	343	269
587	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	7,11,17,24,21,133,7,11,18,42,45,44,0,24,66,37	0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0	4,2,28,25,48,106,6,19,22,12,54,17,1,40,52,32	538	269
588	4,1,2,4,4,5,0,0,0,0,14,5,1,2,5,6	508,727,378,1175,276,1057,38,207,673,623,236,415,162,598,843,657	4,2,2,0,4,1,1,3,0,2,7,2,3,4,7,3	86,750,543,1203,327,942,34,237,620,428,204,202,197,490,778,666	439	269
591	0,0,0,0,5,9,2,1,0,20,13,43,0,5,0,16	0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0	1,0,0,0,16,2,4,6,0,34,17,17,0,32,1,40	0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2	340	269
598	2,11,12,26,0,8,0,0,0,6,21,7,0,4,0,2	0,0,6,8,0,0,0,0,0,0,2,0,0,0,0,0	0,0,13,14,1,20,5,1,3,3,29,3,3,8,5,2	0,0,2,1,0,1,0,0,4,0,1,0,0,1,0,0	352	269
607	0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0	0,1,1,3,7,6,22,1,2,31,34,21,4,5,13,27	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,1,1,1,11,6,39,2,4,10,40,2,3,9,20,19	538	269
615	1,0,0,0,2,0,2,1,0,6,1,0,0,1,1,1	0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	0,0,0,0,2,2,0,1,0,5,0,3,0,3,1,2	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	538	269
627	0,0,2,5,0,1,1,2,14,0,0,6,4,1,7,0	0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0	0,0,1,5,2,2,0,0,23,0,0,6,4,1,2,0	0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0	538	269
628	0,0,0,4,0,7,0,1,1,0,0,0,0,1,2,1	0,0,0,11,0,30,0,2,17,0,0,1,0,5,1,0	0,0,2,1,0,15,0,0,0,6,0,0,0,0,3,1	0,0,2,9,1,22,1,4,0,3,0,1,0,2,2,2	526	269
630	0,2,4,0,4,2,0,0,2,1,1,0,0,3,2,1	0,6,7,2,1,4,0,1,4,8,5,0,0,6,0,8	0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0	1,3,17,0,3,5,0,0,0,2,3,2,0,3,8,11	538	269
631	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,3,1,1,2,0,0,6,2,0,3,0,6,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,6,3,2,0,0,1,0,0,0,0,0,1,0,2	538	269
634	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,1,0,2,0,1,10,0,0,0,0,2,1,1,5,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,1,1,2,20,0,0,0,1,2,0,3,0,1	526	269
635	0,1,0,0,0,1,0,0,0,0,0,0,8,0,24,0	0,1,4,0,0,1,0,0,0,0,0,0,11,0,11,0	0,1,0,0,0,0,0,0,0,0,0,0,15,0,10,0	0,0,0,0,0,2,0,0,0,0,0,0,7,0,6,0	538	269
636	0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,3	1,1,4,0,7,14,0,2,2,22,9,5,0,8,7,12	0,1,0,0,4,0,0,0,0,11,0,0,0,3,1,7	0,1,5,8,9,14,0,8,9,25,9,1,0,12,3,34	538	269
640	0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1	0,2,2,1,17,27,1,13,2,72,12,57,1,41,10,95	0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2	0,2,0,4,18,31,2,13,0,46,13,24,0,50,21,143	340	269
642	0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0	0,0,5,0,3,0,0,0,3,1,4,5,0,2,1,2	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,6,2,0,2,0,1,7,1,0,6,3,2	538	269
645	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	373	269
650	0,2,1,0,3,0,1,3,3,1,7,3,0,1,2,4	37,134,100,71,272,109,53,189,105,162,567,506,9,310,78,181	0,3,1,1,3,1,1,2,2,0,4,6,1,1,3,2	12,109,96,99,276,115,45,236,111,72,598,281,11,266,67,200	356	269
654	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0	373	269
655	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,3,0,2,0,9,4,0,0,3,7,10	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,1,3,0,4,0,0,3,0,1,8,3,5	479	269
656	2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	722,1190,1597,947,1741,685,558,1706,2919,1302,3121,1581,264,1959,697,1434	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	1536,1480,1424,1717,835,630,512,854,1772,751,2133,1104,277,852,719,941	388	269
658	0,3,1,0,7,2,1,12,6,1,10,4,0,2,3,6	2,0,2,0,5,2,1,3,8,23,15,5,0,7,0,1	0,0,4,6,5,1,2,6,1,6,11,7,0,4,1,1	1,2,3,0,5,2,0,4,0,2,15,10,0,4,2,1	380	269
659	0,3,1,0,7,2,1,12,6,1,10,4,0,2,3,6	52,117,123,111,279,80,211,252,412,168,591,330,4,495,105,315	0,0,4,6,5,1,2,6,0,6,11,7,0,4,1,1	73,169,152,179,279,94,145,187,274,156,648,279,9,278,79,229	369	269
660	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0	360	269
664	0,0,0,0,0,1,24,0,0,1,0,1,0,6,5,5	1,0,0,0,0,1,13,0,0,0,0,5,0,4,11,5	0,0,0,0,0,2,12,0,1,4,1,0,0,5,3,8	0,0,0,2,0,1,18,0,0,0,2,2,0,6,5,2	538	269
666	0,1,1,7,5,2,0,1,1,3,7,18,0,1,2,7	2,0,0,2,9,3,0,2,0,14,9,14,4,13,6,13	3,0,0,2,11,2,0,2,0,0,11,9,0,13,2,9	3,1,1,1,4,11,1,3,0,5,4,4,0,22,2,14	538	269
669	3,2,5,2,4,8,6,2,9,4,6,2,0,5,7,6	733,738,994,741,881,352,391,906,2340,558,1203,470,188,908,734,634	2,10,4,7,3,5,1,5,6,4,11,1,1,2,4,9	1238,979,1047,1432,416,295,316,551,1284,342,928,398,225,373,697,359	538	269
672	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0	2,1,0,4,3,0,0,1,11,35,3,3,0,11,1,18	0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0	1,1,2,0,3,2,0,1,26,12,4,1,0,8,2,6	490	269
673	3,6,0,8,19,0,0,10,14,172,27,21,0,49,0,86	0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3	1,4,4,5,16,6,3,11,59,90,14,7,1,39,9,83	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	367	269
