ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	IncLevel1	IncLevel2	IncLevelDifference
630	0,2,4,0,4,2,0,0,2,1,1,0,0,3,2,1	0,6,7,2,1,4,0,1,4,8,5,0,0,6,0,8	0,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0	1,3,17,0,3,5,0,0,0,2,3,2,0,3,8,11	2763	269	NA,0.031,0.053,0.0,0.28,0.046,NA,0.0,0.046,0.012,0.019,NA,NA,0.046,1.0,0.012	0.0,0.031,0.006,NA,0.0,0.0,NA,1.0,NA,0.0,0.0,0.089,NA,0.0,0.0,0.0	0.035
631	0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0	0,0,3,1,1,2,0,0,6,2,0,3,0,6,0,3	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	1,1,6,3,2,0,0,1,0,0,0,0,0,1,0,2	1787	269	NA,NA,0.0,0.0,0.0,0.0,NA,NA,0.048,0.0,NA,0.0,NA,0.0,NA,0.0	0.0,0.0,0.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,0.0	0.005
634	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,1,0,2,0,1,10,0,0,0,0,2,1,1,5,0	0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0	0,0,0,1,1,2,20,0,0,0,1,2,0,3,0,1	527	269	NA,0.0,NA,0.0,NA,0.0,0.049,NA,NA,NA,NA,0.0,0.0,0.0,0.0,NA	NA,NA,NA,0.0,0.0,0.0,0.025,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0	0.003
635	0,1,0,0,0,1,0,0,0,0,0,0,8,0,24,0	0,1,4,0,0,1,0,0,0,0,0,0,11,0,11,0	0,1,0,0,0,0,0,0,0,0,0,0,15,0,10,0	0,0,0,0,0,2,0,0,0,0,0,0,7,0,6,0	820	269	NA,0.247,0.0,NA,NA,0.247,NA,NA,NA,NA,NA,NA,0.193,NA,0.417,NA	NA,1.0,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,0.413,NA,0.353,NA	-0.221
636	0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,3	1,1,4,0,7,14,0,2,2,22,9,5,0,8,7,12	0,1,0,0,4,0,0,0,0,11,0,0,0,3,1,7	0,1,5,8,9,14,0,8,9,25,9,1,0,12,3,34	1391	269	0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.042,0.0,0.072,NA,0.046,0.0,0.046	NA,0.162,0.0,0.0,0.079,0.0,NA,0.0,0.0,0.078,0.0,0.0,NA,0.046,0.061,0.038	-0.02
640	0,0,0,0,0,0,0,0,0,3,0,1,0,0,2,1	0,2,2,1,17,27,1,13,2,72,12,57,1,41,10,95	0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,2	0,2,0,4,18,31,2,13,0,46,13,24,0,50,21,143	341	269	NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.014,0.0,0.0,0.136,0.008	NA,0.0,NA,0.0,0.042,0.0,0.283,0.057,NA,0.0,0.057,0.0,NA,0.016,0.0,0.011	-0.026
642	0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0	0,0,5,0,3,0,0,0,3,1,4,5,0,2,1,2	0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,6,2,0,2,0,1,7,1,0,6,3,2	928	269	NA,NA,0.0,NA,0.088,NA,NA,NA,0.0,0.0,0.179,0.0,NA,0.0,0.0,0.0	NA,NA,1.0,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,0.0,NA,0.046,0.0,0.0	-0.075
645	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0	374	269	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.418,NA,NA	-0.418
650	0,2,1,0,3,0,1,3,3,1,7,3,0,1,2,4	37,134,100,71,272,109,53,189,105,162,567,506,9,310,78,181	0,3,1,1,3,1,1,2,2,0,4,6,1,1,3,2	12,109,96,99,276,115,45,236,111,72,598,281,11,266,67,200	357	269	0.0,0.011,0.007,0.0,0.008,0.0,0.014,0.012,0.021,0.005,0.009,0.004,0.0,0.002,0.019,0.016	0.0,0.02,0.008,0.008,0.008,0.007,0.016,0.006,0.013,0.0,0.005,0.016,0.064,0.003,0.033,0.007	-0.005
654	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0	374	269	NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA	NA,NA,NA,NA,1.0,0.0,0.0,NA,NA,0.0,NA,NA,NA,0.0,NA,NA	-0.2
655	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,3,0,2,0,9,4,0,0,3,7,10	0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0	0,0,0,1,1,3,0,4,0,0,3,0,1,8,3,5	480	269	NA,NA,NA,NA,0.0,0.0,NA,0.0,NA,0.0,0.0,NA,NA,0.0,0.0,0.0	NA,NA,NA,0.0,0.359,0.0,NA,0.0,NA,NA,0.0,NA,0.0,0.0,0.0,0.0	-0.04
656	2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0	722,1190,1597,947,1741,685,558,1706,2919,1302,3121,1581,264,1959,697,1434	0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0	1536,1480,1424,1717,835,630,512,854,1772,751,2133,1104,277,852,719,941	389	269	0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0	0.0
658	0,3,1,0,7,2,1,12,6,1,10,4,0,2,3,6	2,0,2,0,5,2,1,3,8,23,15,5,0,7,0,1	0,0,4,6,5,1,2,6,1,6,11,7,0,4,1,1	1,2,3,0,5,2,0,4,0,2,15,10,0,4,2,1	381	269	0.0,1.0,0.261,NA,0.497,0.414,0.414,0.739,0.346,0.03,0.32,0.361,NA,0.168,1.0,0.809	0.0,0.0,0.485,1.0,0.414,0.261,1.0,0.514,1.0,0.679,0.341,0.331,NA,0.414,0.261,0.414	-0.02
659	0,3,1,0,7,2,1,12,6,1,10,4,0,2,3,6	52,117,123,111,279,80,211,252,412,168,591,330,4,495,105,315	0,0,4,6,5,1,2,6,0,6,11,7,0,4,1,1	73,169,152,179,279,94,145,187,274,156,648,279,9,278,79,229	370	269	0.0,0.018,0.006,0.0,0.018,0.018,0.003,0.033,0.01,0.004,0.012,0.009,0.0,0.003,0.02,0.014	0.0,0.0,0.019,0.024,0.013,0.008,0.01,0.023,0.0,0.027,0.012,0.018,0.0,0.01,0.009,0.003	-0.001
660	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0	0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0	0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0	361	269	NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,NA,NA,0.0,NA,NA	NA,NA,1.0,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA	-0.5
664	0,0,0,0,0,1,24,0,0,1,0,1,0,6,5,5	1,0,0,0,0,1,13,0,0,0,0,5,0,4,11,5	0,0,0,0,0,2,12,0,1,4,1,0,0,5,3,8	0,0,0,2,0,1,18,0,0,0,2,2,0,6,5,2	677	269	0.0,NA,NA,NA,NA,0.284,0.423,NA,NA,1.0,NA,0.074,NA,0.373,0.153,0.284	NA,NA,NA,0.0,NA,0.443,0.209,NA,1.0,1.0,0.166,0.0,NA,0.249,0.193,0.614	-0.064
666	0,1,1,7,5,2,0,1,1,3,7,18,0,1,2,7	2,0,0,2,9,3,0,2,0,14,9,14,4,13,6,13	3,0,0,2,11,2,0,2,0,0,11,9,0,13,2,9	3,1,1,1,4,11,1,3,0,5,4,4,0,22,2,14	1310	269	0.0,1.0,1.0,0.418,0.102,0.12,NA,0.093,1.0,0.042,0.138,0.209,0.0,0.016,0.064,0.1	0.17,0.0,0.0,0.291,0.361,0.036,0.0,0.12,NA,0.0,0.361,0.316,NA,0.108,0.17,0.117	0.14
669	3,2,5,2,4,8,6,2,9,4,6,2,0,5,7,6	733,738,994,741,881,352,391,906,2340,558,1203,470,188,908,734,634	2,10,4,7,3,5,1,5,6,4,11,1,1,2,4,9	1238,979,1047,1432,416,295,316,551,1284,342,928,398,225,373,697,359	571	269	0.002,0.001,0.002,0.001,0.002,0.011,0.007,0.001,0.002,0.003,0.002,0.002,0.0,0.003,0.004,0.004	0.001,0.005,0.002,0.002,0.003,0.008,0.001,0.004,0.002,0.005,0.006,0.001,0.002,0.003,0.003,0.012	-0.001
672	0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0	2,1,0,4,3,0,0,1,11,35,3,3,0,11,1,18	0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0	1,1,2,0,3,2,0,1,26,12,4,1,0,8,2,6	491	269	0.0,0.0,NA,0.0,0.0,NA,NA,0.523,0.0,0.0,0.0,0.0,NA,0.0,0.0,0.0	0.0,0.0,0.0,NA,0.0,0.0,NA,0.0,0.0,0.215,0.0,0.0,NA,0.0,0.0,0.0	0.027
673	3,6,0,8,19,0,0,10,14,172,27,21,0,49,0,86	0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,3	1,4,4,5,16,6,3,11,59,90,14,7,1,39,9,83	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	368	269	1.0,1.0,NA,1.0,1.0,NA,NA,0.785,0.837,1.0,1.0,1.0,NA,1.0,NA,0.954	1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0	-0.039
